"rules","support","confidence","lift","count"
"{ 42¶Èº£Ö®À¶} => {ÏãËÖÁ½³Ô´óÏº}",0.0107181136120043,0.588235294117647,3.11831550802139,10
"{¿§·ÈÄÌÏãÃæ°ü} => {¹Èµ¾Ð¡×¯ }",0.0107181136120043,0.526315789473684,2.06324635117205,10
"{¹þ¶û±õÆ¡¾Æ¹Þ×°} => {ÂéÀ±Ð¡ÁúÏº}",0.0171489817792069,0.551724137931034,2.41670713938805,16
"{ÇÛ²Ë³´Ñü»¨} => {×ÔÖÆÖíÈâ¸¬}",0.0610932475884244,0.508928571428571,3.54351012793177,57
"{ÇÛ²Ë³´Ñü»¨} => {ìËÖíÊÖ}",0.0653804930332262,0.544642857142857,2.93729355904211,61
"{ÇÛ²Ë³´Ñü»¨} => {Á¹°è²¤²Ë}",0.0696677384780279,0.580357142857143,2.02042244136461,65
"{ÃÉ¹Å¿¾ÑòÍÈ } => {Á¹°è²¤²Ë}",0.082529474812433,0.509933774834437,1.77525452209153,77
"{´òÂ±Ãæ,Ë®ÖóÓã} => {¹Èµ¾Ð¡×¯ }",0.0107181136120043,0.769230769230769,3.01551389786684,10
"{´òÂ±Ãæ,¹Èµ¾Ð¡×¯ } => {Ë®ÖóÓã}",0.0107181136120043,0.555555555555556,3.21946169772257,10
"{ÇåË¬°èÁ¹Ãæ,ÓãÏãÈâË¿°èÃæ} => {Ë®ÖóÓã}",0.0107181136120043,0.769230769230769,4.45771619684663,10
"{Ë®ÖóÓã,ÓãÏãÈâË¿°èÃæ} => {ÇåË¬°èÁ¹Ãæ}",0.0107181136120043,0.555555555555556,6.82017543859649,10
"{Ë®ÖóÓã,ÓãÏãÈâË¿°èÃæ} => {ÎåÉ«Å´Ã×·¹(ÆßÉ«)}",0.0107181136120043,0.555555555555556,2.84798534798535,10
"{ÎåÉ«Å´Ã×·¹(ÆßÉ«),ÓãÏãÈâË¿°èÃæ} => {Ë®ÖóÓã}",0.0107181136120043,0.666666666666667,3.86335403726708,10
"{Ë®ÖóÓã,ÓãÏãÈâË¿°èÃæ} => {À±³´öÏÓã}",0.0117899249732047,0.611111111111111,3.03280141843972,11
"{À±³´öÏÓã,ÓãÏãÈâË¿°èÃæ} => {Ë®ÖóÓã}",0.0117899249732047,0.785714285714286,4.55323868677906,11
"{Ë®ÖóÓã,ÓãÏãÈâË¿°èÃæ} => {¹Èµ¾Ð¡×¯ }",0.0117899249732047,0.611111111111111,2.39565826330532,11
